Appliances,Lights,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,T_out,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint
70,0,22,41.9,20.89,42.4,23.5,38.29,20.29,40.5,19.89,53.3333333333,14.9333333333,33.1666666667,21.2,36.7,22.7,40.4,20,42.2,13.2666666667,753.0666666667,68.6666666667,8,40,7.6
80,0,22,41.76,20.89,42.2666666667,23.4266666667,38.29,20.29,40.53,19.89,53.1266666667,15.0333333333,34.1333333333,21.2,36.7,22.76,40.4666666667,20,42.2,13.15,753,70,8,40,7.75
60,0,22,41.7,20.9266666667,42.2,23.39,38.29,20.29,40.59,19.89,52.8333333333,15.16,34.8,21.1333333333,36.79,22.7,40.5,20,42.2,13.0333333333,752.9333333333,71.3333333333,8,40,7.9
80,0,22,41.59,20.9266666667,42.1266666667,23.39,38.29,20.29,40.6266666667,19.89,52.5666666667,14.8966666667,33.93,21.1333333333,36.8633333333,22.7,40.56,20,42.2,12.9166666667,752.8666666667,72.6666666667,8,40,8.05
60,0,22,41.53,20.8566666667,42.1633333333,23.39,38.29,20.29,40.7,19.89,52.3333333333,14.63,34.3233333333,21.1,37,22.7,40.6266666667,20,42.2,12.8,752.8,74,8,40,8.2
50,0,22,41.5,20.79,42.09,23.39,38.29,20.29,40.73,19.89,52.1266666667,14.7566666667,36.6666666667,21.1,37.06,22.7,40.7,20,42.2,12.95,752.65,73.5,7.6666666667,40,8.2333333333
90,0,22,41.8333333333,20.89,42.29,23.3566666667,38.29,20.23,40.79,19.89,51.8633333333,14.9633333333,36.3333333333,21.1,37.1266666667,22.7,40.8966666667,20,42.1266666667,13.1,752.5,73,7.3333333333,40,8.2666666667
100,10,22,42.09,20.89,42.3633333333,23.29,38.29,20.29,41.1666666667,19.89,51.6566666667,14.7633333333,34.6333333333,21.0333333333,37.1266666667,22.76,41.6233333333,20,42.2,13.25,752.35,72.5,7,40,8.3
100,0,22,42.03,20.79,42.4333333333,23.26,38.3633333333,20.29,42.0933333333,19.89,51.56,14.74,36.575,21.0666666667,37.2,22.84,42.245,20,42.2,13.4,752.2,72,6.6666666667,40,8.3333333333
100,0,21.89,41.9,20.79,42.5,23.2,38.29,20.29,42.4,19.89,51.4333333333,15.03,37.5266666667,21.0666666667,37.26,23,42.59,20,42.23,13.55,752.05,71.5,6.3333333333,40,8.3666666667
120,10,22,41.79,20.79,42.5,23.1,38.4,20.29,42.4,19.89,51.3633333333,14.9633333333,34.6966666667,21.0666666667,37.3633333333,23.0666666667,42.7233333333,20,42.29,13.7,751.9,71,6,40,8.4
110,0,22,41.73,20.73,42.5,23.1,38.4,20.29,42.59,19.89,51.1725,14.89,34.03,21,37.29,23.2,42.9633333333,20,42.29,13.7166666667,751.7833333333,70,6,40,8.2166666667
110,0,21.9633333333,41.7,20.76,42.5,23.1,38.4,20.29,42.59,19.89,51,14.96,34.6633333333,21.1,37.4,23.26,43.2233333333,20,42.29,13.7333333333,751.6666666667,69,6,40,8.0333333333
110,10,21.9633333333,41.7,20.76,42.5,23.1,38.4,20.3233333333,42.59,19.89,50.8633333333,15.2333333333,35.13,21.1,37.4,23.3233333333,43.5666666667,20,42.29,13.75,751.55,68,6,40,7.85
100,0,21.9633333333,41.7,20.76,42.5,23.1,38.4,20.3233333333,42.4633333333,19.89,50.73,15.2633333333,32.6566666667,21.1,37.3633333333,23.39,43.96,20,42.29,13.7666666667,751.4333333333,67,6,40,7.6666666667
110,10,21.89,41.7,20.7,42.56,23.1,38.4,20.29,42.245,19.9266666667,50.6633333333,15.0633333333,29.79,21.1,37.29,23.5,44.4,20,42.29,13.7833333333,751.3166666667,66,6,40,7.4833333333
100,0,21.9633333333,41.59,20.6,42.5,23.1,38.4,20.29,42.06,19.9266666667,50.53,14.7333333333,29.5666666667,21.1,37.1633333333,23.5666666667,44.4,20,42.29,13.8,751.2,65,6,40,7.3
110,10,21.89,41.59,20.6,42.5,23.1,38.4,20.29,41.9333333333,19.89,50.4666666667,14.46,30.6933333333,21.1,37.09,23.6,44.4,20,42.29,13.6833333333,751.1333333333,65.6666666667,5.8333333333,40,7.3166666667
110,0,21.89,41.5,20.5333333333,42.5,23.0333333333,38.4,20.26,41.79,19.89,50.3266666667,14.3,31.83,21,37,23.6,44.3266666667,20,42.2,13.5666666667,751.0666666667,66.3333333333,5.6666666667,40,7.3333333333
100,0,21.89,41.5,20.4633333333,42.5,23,38.4,20.26,42.3233333333,19.89,50.2,14.3,32.09,21.05,36.975,23.7,44.29,20,42.1266666667,13.45,751,67,5.5,40,7.35
100,0,21.89,41.4,20.39,42.4333333333,23,38.4,20.3233333333,42.86,19.89,50.1266666667,14.2633333333,32.2666666667,21,36.9,23.7,44.3633333333,20,41.9666666667,13.3333333333,750.9333333333,67.6666666667,5.3333333333,40,7.3666666667
120,10,21.89,41.4,20.3566666667,42.5,23,38.3633333333,20.39,43.06,19.89,50.06,14.19,32.3933333333,21,36.9,23.7,44.6566666667,20,41.8266666667,13.2166666667,750.8666666667,68.3333333333,5.1666666667,40,7.3833333333
240,0,21.8566666667,41.4633333333,20.29,42.6333333333,23,38.29,20.39,43.0266666667,19.89,49.9333333333,13.9633333333,33.5266666667,21,36.9,23.7,44.8633333333,20,41.6633333333,13.1,750.8,69,5,40,7.4
470,0,21.8566666667,41.8633333333,20.29,42.8,23,38.3266666667,20.39,42.8266666667,19.89,49.9,13.89,34.25,21,36.9,23.7,45,20,41.59,13.1666666667,750.6333333333,68.3333333333,5.3333333333,40,7.3333333333
180,10,21.9266666667,44.7633333333,20.29,43.1933333333,23,38.4,20.3566666667,42.73,19.89,49.79,13.8225,34.1475,20.9266666667,36.9666666667,23.65,44.95,19.89,41.5,13.2333333333,750.4666666667,67.6666666667,5.6666666667,40,7.2666666667
100,10,22.0666666667,46.8966666667,20.3233333333,44.2633333333,23,38.4333333333,20.3566666667,42.99,19.8566666667,49.9,13.7266666667,33.89,20.89,37,23.7,44.2666666667,19.89,41.4333333333,13.3,750.3,67,6,40,7.2
100,20,22.2,45.8,20.4633333333,44.93,23,38.56,20.39,43.5966666667,19.8566666667,50.0266666667,13.5666666667,33.5,20.89,37,23.6333333333,43.8,19.9633333333,41.3633333333,13.3666666667,750.1333333333,66.3333333333,6.3333333333,40,7.1333333333
120,40,22.26,45.8,20.5333333333,44.8333333333,23.0666666667,38.79,20.39,43.93,19.9933333333,54.5933333333,13.4175,34.5175,20.89,37.03,23.6,43.59,19.89,41.29,13.4333333333,749.9666666667,65.6666666667,6.6666666667,40,7.0666666667
450,30,22.29,44.6233333333,20.6,44.5666666667,23,38.8633333333,20.39,44,20.8666666667,76.1933333333,13.39,35.73,20.89,37.09,23.6,43.59,19.89,41.26,13.5,749.8,65,7,40,7
170,30,22.315,43.9475,20.7,44.5,23.0666666667,39.06,20.39,44.1933333333,21.3666666667,82.6666666667,13.36,35.3333333333,20.8566666667,37.06,23.7,43.59,19.89,41.2,13.4666666667,749.65,65,7.1666666667,40,6.9833333333
140,30,22.39,43.5666666667,20.7,44.56,23.0666666667,39.06,20.5333333333,44.1933333333,20.7666666667,78.5933333333,13.1666666667,34.86,20.8566666667,37.06,23.73,43.59,19.89,41.2,13.4333333333,749.5,65,7.3333333333,40,6.9666666667
150,0,22.4266666667,43.4,20.79,44.7,23,39.09,20.6,43.9333333333,20.65,66.59,12.8233333333,35.1666666667,20.8566666667,37.06,23.79,43.53,19.89,41.1266666667,13.4,749.35,65,7.5,40,6.95
140,0,22.5,43.3266666667,20.8566666667,44.76,23,39.09,20.6,43.6933333333,20.73,59.4266666667,12.63,35.8333333333,20.79,37.1933333333,23.89,43.4666666667,19.89,41.09,13.3666666667,749.2,65,7.6666666667,40,6.9333333333
140,0,22.6,43.29,20.96,44.9333333333,23,39.09,20.6,43.36,20.79,56.2933333333,12.5333333333,36.3633333333,20.79,37.3633333333,23.89,43.3266666667,19.89,41.09,13.3333333333,749.05,65,7.8333333333,40,6.9166666667
120,0,22.6666666667,43.29,21.1666666667,44.8,23.0666666667,39.29,20.55,43.1,20.9266666667,53.7666666667,12.5333333333,36.1566666667,20.79,37.29,23.9266666667,43.2,19.89,41.03,13.3,748.9,65,8,40,6.9
120,0,22.7,43.1633333333,21.29,44.6,23.0666666667,39.3633333333,20.5,42.8633333333,21,52.16,12.4333333333,36.2666666667,20.79,37.29,24,43.2,19.8566666667,40.9666666667,13.3,748.8,65,7.6666666667,40,6.8666666667
120,10,22.76,43.03,21.4266666667,44.26,23.1,39.4333333333,20.5,42.73,21.1,50.7633333333,12.2266666667,36.9933333333,20.79,37.29,24,43.4333333333,19.8566666667,40.9666666667,13.3,748.7,65,7.3333333333,40,6.8333333333
120,0,22.8233333333,42.8633333333,21.5,44.0666666667,23.1,39.5,20.4633333333,42.5266666667,21.1666666667,49.8966666667,12.2633333333,37.4666666667,20.7,37.26,24,43.56,19.79,40.79,13.3,748.6,65,7,40,6.8
110,0,22.89,42.73,21.6,43.76,23.1,39.5,20.39,42.4,21.23,48.96,12.19,37.1333333333,20.7,37.2,24,43.56,19.79,40.79,13.3,748.5,65,6.6666666667,40,6.7666666667
130,0,22.89,42.56,21.6,43.6266666667,23.1,39.5,20.39,42.29,21.29,48.4266666667,12.19,37.1266666667,20.7,37.2,24,43.4333333333,19.79,40.7,13.3,748.4,65,6.3333333333,40,6.7333333333
470,0,22.89,42.4333333333,21.7,43.56,23.1,39.5,20.39,42.1566666667,21.39,47.7966666667,12.2633333333,36.9266666667,20.7,37.09,24,43.26,19.79,40.7,13.3,748.3,65,6,40,6.7
420,0,23,42.26,21.7,43.5,23.1,39.5,20.3566666667,42.06,21.39,47.4633333333,12.2266666667,36.1333333333,20.7,37.09,24,43.1266666667,19.79,40.59,13.2833333333,748.15,64.5,6.3333333333,40,6.6
130,0,23,42.1266666667,21.7,43.29,23.1,39.5,20.29,42,21.39,46.99,12.3,35.9333333333,20.7,37.06,24,43,19.79,40.59,13.2666666667,748,64,6.6666666667,40,6.5
110,0,23,42,21.7,43.29,23.1,39.5,20.29,41.9,21.39,46.6566666667,12.3,35.79,20.7,37,24.0666666667,43,19.79,40.5,13.25,747.85,63.5,7,40,6.4
100,10,23,41.9333333333,21.7,43.2,23.1,39.5,20.29,41.9,21.39,46.3333333333,12.3,35.79,20.7,37,24.1333333333,42.79,19.79,40.5,13.2333333333,747.7,63,7.3333333333,40,6.3
70,0,23,42.2,21.6333333333,43.0666666667,23.1,39.5,20.26,41.8333333333,21.39,46.1266666667,12.3,35.095,20.7,37,24.2,42.8633333333,19.79,40.4,13.2166666667,747.55,62.5,7.6666666667,40,6.2
50,0,23,42.0666666667,21.6,42.9,23,39.4,20.26,41.76,21.39,47.1933333333,12.3,34.7233333333,20.7,37.1966666667,24.23,43.1966666667,19.79,40.4666666667,13.2,747.4,62,8,40,6.1
60,0,23,42.09,21.5333333333,42.9,23,39.4,20.2,41.7,21.3233333333,48.2666666667,12.36,35.0566666667,20.76,37.9233333333,24.29,43.8633333333,19.79,40.7266666667,13.25,747.25,61.6666666667,8,40,6.05
50,0,23,42.03,21.5,42.79,23,39.5,20.2,41.7,21.1666666667,49.7333333333,12.4266666667,35.0266666667,20.89,38.3,24.2,43.86,19.8566666667,41.1333333333,13.3,747.1,61.3333333333,8,40,6
60,0,23,41.95,21.4266666667,42.73,23,39.5,20.2,41.59,21.0333333333,50.3333333333,12.5666666667,33.9666666667,20.8233333333,38.56,24.2,44.1175,19.8566666667,41.3266666667,13.35,746.95,61,8,40,5.95
50,0,23,41.76,21.39,42.7,23,39.5,20.2,41.53,20.945,50.7,12.63,32.5966666667,20.79,38.6266666667,24.2,44.3633333333,19.8566666667,41.5266666667,13.4,746.8,60.6666666667,8,40,5.9
60,0,23,41.6266666667,21.3233333333,42.7,23,39.5,20.1666666667,41.5,20.8566666667,50.76,12.7633333333,31.5966666667,20.8566666667,38.8333333333,24.2,44.53,19.89,41.6566666667,13.45,746.65,60.3333333333,8,40,5.85
60,0,23,41.4666666667,21.26,42.59,23,39.5,20.1,41.5,20.79,50.7,12.83,30.7666666667,20.79,38.8266666667,24.2,44.7966666667,19.89,41.79,13.5,746.5,60,8,40,5.8
60,0,23,41.3266666667,21.2,42.53,23,39.5,20.1,41.4,20.76,50.8266666667,12.89,30.3666666667,20.79,38.9,24.1,45.2,19.89,41.79,12.6333333333,746.85,64.8333333333,8,43.8333333333,5.9166666667
30,0,23,41.26,21.1666666667,42.59,23.0666666667,39.5,20.1,41.4,20.7,50.9666666667,12.89,30.6633333333,20.8233333333,38.9633333333,24.0333333333,45.1266666667,19.89,41.9,11.7666666667,747.2,69.6666666667,8,47.6666666667,6.0333333333
30,0,22.9266666667,41.1266666667,21.1,42.6175,23.0666666667,39.5,20.1,41.3266666667,20.7,51.2666666667,12.5566666667,37.33,20.89,39.03,24,45.1266666667,19.89,41.9,10.9,747.55,74.5,8,51.5,6.15
40,0,22.89,41,21.0333333333,42.6266666667,23.0666666667,39.5,20.1,41.3633333333,20.6333333333,51.4,11.0566666667,52.5,20.89,39.1266666667,23.9266666667,45.2,19.89,42,10.0333333333,747.9,79.3333333333,8,55.3333333333,6.2666666667
30,0,22.89,40.9333333333,21.0666666667,42.76,23.0666666667,39.5,20.1,41.29,20.6,51.4333333333,9.9966666667,61.8933333333,20.89,39.3333333333,23.89,45.23,19.89,42.06,9.1666666667,748.25,84.1666666667,8,59.1666666667,6.3833333333
70,0,22.89,40.79,21,42.7,23.0666666667,39.5,20.1,41.4,20.6,51.5,9.3233333333,66.4,20.89,39.545,23.89,45.3633333333,19.89,42.1266666667,8.3,748.6,89,8,63,6.5
60,0,22.89,40.79,20.89,42.7,23.0333333333,39.4333333333,20.1,41.4,20.5666666667,51.5,8.93,67,20.89,39.59,23.8566666667,45.5,19.89,42.2,8.15,748.65,90,7,63.1666666667,6.5333333333
70,10,22.89,40.7,20.89,42.76,23.1,39.5,20,41.29,20.5,51.5,8.53,69.0333333333,20.89,39.7233333333,23.79,45.6933333333,19.89,42.29,8,748.7,91,6,63.3333333333,6.5666666667
60,0,22.89,40.6266666667,20.76,42.6633333333,23.1,39.5,20.0666666667,41.3633333333,20.5,51.53,8.33,70.0333333333,20.89,40.03,23.79,46.2666666667,19.89,42.43,7.85,748.75,92,5,63.5,6.6
70,0,22.89,40.56,20.7,42.6633333333,23.1,39.5,20,41.29,20.5,51.59,8.0666666667,70.8966666667,20.9633333333,40.09,23.79,46.4666666667,19.89,42.5,7.7,748.8,93,4,63.6666666667,6.6333333333
60,0,22.89,40.5,20.6666666667,42.7,23.2,39.5,20,41.23,20.4633333333,51.5,7.9,71.3475,20.9633333333,40.06,23.7,46.6266666667,19.9633333333,42.5,7.55,748.85,94,3,63.8333333333,6.6666666667
60,0,22.89,40.4,20.6,42.76,23.2,39.5,20,41.2,20.39,51.5,7.8666666667,71.7,20.89,40,23.7,46.76,19.9633333333,42.59,7.4,748.9,95,2,64,6.7
60,0,22.89,40.3266666667,20.5666666667,42.79,23.2,39.5,20,41.2,20.39,51.7,7.8,71.8333333333,20.89,40,23.6,46.9633333333,19.89,42.59,7.3666666667,748.8916666667,95.1666666667,2,64,6.6916666667
60,0,22.89,40.26,20.5,42.79,23.2,39.5,20,41.2,20.39,51.76,7.8,71.8333333333,20.89,40,23.6,47.2233333333,19.9266666667,42.7,7.3333333333,748.8833333333,95.3333333333,2,64,6.6833333333
60,0,22.89,40.2,20.4633333333,42.76,23.26,39.56,20,41.2,20.39,51.79,7.7633333333,71.9,21,40.1266666667,23.5666666667,47.9633333333,19.9266666667,42.76,7.3,748.875,95.5,2,64,6.675
60,0,22.84,40.09,20.39,42.7,23.2,39.5,19.89,41.2,20.39,51.79,7.69,71.9,21,40.26,23.5,48.3633333333,20,42.79,7.2666666667,748.8666666667,95.6666666667,2,64,6.6666666667
70,0,22.79,40,20.3566666667,42.8266666667,23.23,39.53,19.89,41.2,20.3566666667,51.7,7.6566666667,71.8666666667,21,40.4333333333,23.5,48.73,19.9266666667,42.8633333333,7.2333333333,748.8583333333,95.8333333333,2,64,6.6583333333
60,0,22.79,39.9333333333,20.29,42.9,23.29,39.59,19.9266666667,41.1633333333,20.29,51.6725,7.59,71.8666666667,21,40.5,23.5,49.065,19.89,42.9,7.2,748.85,96,2,64,6.65
70,0,22.79,39.9,20.26,42.9666666667,23.29,39.59,19.9266666667,41.09,20.29,51.59,7.59,71.9333333333,21,40.5,23.4266666667,49.29,19.89,42.975,7.1666666667,748.8416666667,96.1666666667,2,64,6.6416666667
60,0,22.79,39.9,20.2,42.9666666667,23.29,39.59,19.89,41.09,20.29,51.56,7.6566666667,72.06,21,40.5,23.39,49.6266666667,19.89,43.06,7.1333333333,748.8333333333,96.3333333333,2,64,6.6333333333
60,0,22.79,39.79,20.1666666667,43,23.29,39.59,19.89,41.09,20.29,51.5,7.59,72,21,40.4666666667,23.39,49.76,19.89,43.09,7.1,748.825,96.5,2,64,6.625
60,0,22.79,39.79,20.075,43.0675,23.3233333333,39.59,19.89,41.09,20.2,51.3633333333,7.6566666667,72.1266666667,21,40.4,23.39,49.79,19.9633333333,43.1633333333,7.0666666667,748.8166666667,96.6666666667,2,64,6.6166666667
60,0,22.79,39.79,20.0666666667,43.2233333333,23.3233333333,39.59,19.89,41.09,20.2,51.29,7.59,72.06,21,40.4333333333,23.3233333333,49.73,19.89,43.29,7.0333333333,748.8083333333,96.8333333333,2,64,6.6083333333
60,0,22.79,39.79,20,43.3266666667,23.3233333333,39.56,19.89,41.09,20.2,51.2,7.53,72,21,40.56,23.29,49.6333333333,19.9633333333,43.3633333333,7,748.8,97,2,64,6.6
50,0,22.79,39.7,20,43.4,23.39,39.56,19.89,41.09,20.2,51.1266666667,7.3666666667,71.9,21,40.645,23.29,49.4333333333,20,43.4333333333,7,748.8,97.1666666667,2.1666666667,64.1666666667,6.6166666667
70,0,22.79,39.7,19.89,43.53,23.29,39.59,19.89,41.09,20.2,51.06,7.2266666667,71.76,21.1,40.6633333333,23.29,49.29,20,43.5,7,748.8,97.3333333333,2.3333333333,64.3333333333,6.6333333333
60,0,22.7,39.6633333333,19.89,43.59,23.29,39.53,19.8566666667,41.06,20.2,51,7.1566666667,71.7633333333,21.0333333333,40.53,23.29,49.23,20,43.53,7,748.8,97.5,2.5,64.5,6.65
60,0,22.7,39.59,19.8566666667,43.7,23.39,39.53,19.79,41,20.2,51,7.0675,71.69,21.0333333333,40.5666666667,23.2,49,20,43.53,7,748.8,97.6666666667,2.6666666667,64.6666666667,6.6666666667
70,0,22.7,39.59,19.79,43.76,23.39,39.53,19.79,41,20.2,50.9333333333,7,71.69,21.0333333333,40.6266666667,23.2,48.9333333333,20,43.59,7,748.8,97.8333333333,2.8333333333,64.8333333333,6.6833333333
60,0,22.7,39.59,19.7,43.86,23.3233333333,39.56,19.79,40.9333333333,20.1666666667,50.8633333333,6.9666666667,71.7266666667,21,40.4666666667,23.2,48.8633333333,20,43.59,7,748.8,98,3,65,6.7
60,0,22.7,39.5,19.7,44,23.39,39.5,19.79,40.9666666667,20.1,50.79,6.9,71.8,21,40.3266666667,23.2,48.79,20,43.6266666667,6.9166666667,748.9,97.6666666667,3.3333333333,58.1666666667,6.5666666667
50,0,22.7,39.5,19.6666666667,43.9666666667,23.39,39.5,19.79,40.9,20.1,50.79,6.8666666667,71.7633333333,21,40.5,23.1333333333,48.79,20,43.7,6.8333333333,749,97.3333333333,3.6666666667,51.3333333333,6.4333333333
50,0,22.6,39.4,19.6,43.9,23.39,39.5,19.79,40.8633333333,20.1,50.79,6.8,71.6233333333,21,40.4333333333,23.1333333333,48.73,20,43.7,6.75,749.1,97,4,44.5,6.3
60,0,22.6,39.4,19.6,44.03,23.3233333333,39.5,19.79,40.79,20.1,50.7,6.6566666667,71.56,21,40.4,23.1,48.56,20,43.7,6.6666666667,749.2,96.6666666667,4.3333333333,37.6666666667,6.1666666667
50,0,22.6,39.3633333333,19.6,44.09,23.39,39.5,19.79,40.79,20.1,50.7,6.59,71.5,21,40.4,23.1,48.4333333333,20,43.79,6.5833333333,749.3,96.3333333333,4.6666666667,30.8333333333,6.0333333333
60,0,22.6,39.29,19.5,44.2,23.3566666667,39.5,19.79,40.79,20.1,50.59,6.56,71.5,21.0333333333,40.5966666667,23.1,48.4,20,43.79,6.5,749.4,96,5,24,5.9
60,0,22.6,39.29,19.5,44.2,23.29,39.5,19.76,40.79,20.1,50.59,6.4333333333,71.3666666667,21.0333333333,40.73,23.0333333333,48.2666666667,20,43.79,6.4666666667,749.45,95.6666666667,5.1666666667,26.6666666667,5.8166666667
60,0,22.6,39.29,19.39,44.2,23.29,39.5,19.7,40.7225,20.1,50.5,6.3666666667,71.3,21,40.7,23,48.145,20,43.79,6.4333333333,749.5,95.3333333333,5.3333333333,29.3333333333,5.7333333333
70,0,22.6,39.29,19.39,44.2,23.29,39.5,19.7,40.7,20.0666666667,50.4666666667,6.2266666667,71.16,21,40.6266666667,23,48.0266666667,20,43.79,6.4,749.55,95,5.5,32,5.65
60,0,22.5666666667,39.2,19.39,44.2,23.29,39.5,19.7,40.6633333333,20,50.4,6.06,70.9333333333,21,40.5,23,47.9,20,43.79,6.3666666667,749.6,94.6666666667,5.6666666667,34.6666666667,5.5666666667
60,0,22.5,39.2,19.39,44.2,23.39,39.5,19.7,40.59,20,50.29,5.9333333333,70.8,21,40.4333333333,22.9633333333,47.79,20,43.79,6.3333333333,749.65,94.3333333333,5.8333333333,37.3333333333,5.4833333333
50,0,22.5,39.1633333333,19.29,44.2,23.3233333333,39.5,19.7,40.59,20,50.29,5.8,70.59,21.1,40.6633333333,22.9633333333,47.79,20,43.79,6.3,749.7,94,6,40,5.4
50,0,22.5,39.09,19.29,44.1633333333,23.29,39.5,19.7,40.53,20,50.29,5.7266666667,70.6566666667,21.1,40.59,22.89,47.76,20,43.79,6.3,749.8333333333,93.1666666667,6,40,5.2666666667
60,0,22.5,39.09,19.29,44.09,23.29,39.4333333333,19.7,40.5,20,50.23,5.7266666667,70.7266666667,21.0666666667,40.43,22.89,47.6266666667,20.0666666667,43.8633333333,6.3,749.9666666667,92.3333333333,6,40,5.1333333333
50,0,22.5,39.09,19.29,44.09,23.29,39.4333333333,19.7,40.5,20,50.2,5.6925,70.67,21,40.29,22.89,47.7,20.0666666667,43.8633333333,6.3,750.1,91.5,6,40,5
60,0,22.4633333333,38.9666666667,19.29,44.03,23.29,39.5,19.7,40.4,20,50.2,5.59,70.4333333333,21,40.29,22.89,47.7,20.0333333333,43.9333333333,6.3,750.2333333333,90.6666666667,6,40,4.8666666667
50,0,22.39,38.9,19.29,44,23.29,39.4,19.7,40.4,20,50.09,5.53,70.56,21.0666666667,40.56,22.8566666667,47.56,20.1,44,6.3,750.3666666667,89.8333333333,6,40,4.7333333333
40,0,22.39,38.9,19.29,43.9333333333,23.29,39.4,19.7,40.29,20,50.09,5.59,70.6266666667,21,40.4333333333,22.79,47.5,20.1,44,6.3,750.5,89,6,40,4.6
40,0,22.39,38.9,19.26,43.8633333333,23.29,39.4,19.7,40.29,20,50.09,5.59,70.69,21.0666666667,40.56,22.79,47.3633333333,20.1,44,6.3,750.5166666667,88.8333333333,6.1666666667,40,4.5833333333
40,0,22.39,38.9,19.26,43.79,23.29,39.4,19.6,40.1633333333,20,50.09,5.6566666667,70.7633333333,21.0666666667,40.6333333333,22.79,47.29,20.1,44,6.3,750.5333333333,88.6666666667,6.3333333333,40,4.5666666667
40,0,22.3233333333,38.8266666667,19.29,43.76,23.29,39.29,19.6666666667,40.1633333333,20,50,5.8,70.8333333333,21.0333333333,40.7666666667,22.79,47.29,20.1,44,6.3,750.55,88.5,6.5,40,4.55
100,0,22.29,38.79,19.29,43.6266666667,23.23,39.23,19.7,40.2,20,50,5.8666666667,70.9,21.0333333333,40.9666666667,22.79,47.29,20.2,43.9,6.3,750.5666666667,88.3333333333,6.6666666667,40,4.5333333333
60,0,22.29,38.99,19.29,43.6266666667,23.2,39.2,19.7,40.2,20,49.76,6.16,71.2266666667,21.1,41.03,22.79,47.2,20.2,43.9,6.3,750.5833333333,88.1666666667,6.8333333333,40,4.5166666667
50,0,22.39,39.3266666667,19.29,43.96,23.1333333333,39.2,19.7,40.2,20,49.6266666667,6.3666666667,71.3,21.0333333333,41.03,22.79,47.2,20.2,43.9333333333,6.3,750.6,88,7,40,4.5
80,0,22.39,40.1333333333,19.5966666667,44.3633333333,23.1,39.09,19.7,40.2,20,49.56,6.6933333333,71.4966666667,21.0666666667,40.7966666667,22.79,47.1266666667,20.2,44,6.3333333333,750.7166666667,88,7.1666666667,40,4.5166666667
100,0,22.39,40.995,20.1233333333,44.0966666667,23.0333333333,38.9633333333,19.79,40.09,20,49.4333333333,7.3,71.9566666667,21,40.4633333333,22.79,47.2,20.4266666667,43.9666666667,6.3666666667,750.8333333333,88,7.3333333333,40,4.5333333333
80,0,22.4266666667,41.1566666667,20.8,43.0633333333,23.05,39.09,19.8925,40.145,20,49.4,8.0333333333,72.2266666667,21.1,40.2233333333,22.79,47.39,20.5,43.7666666667,6.4,750.95,88,7.5,40,4.55
80,0,22.5,41.29,21.1333333333,42.53,23,39.09,20.0666666667,40.09,20,49.4,8.56,71.9666666667,21.0333333333,39.9633333333,22.79,47.7233333333,20.39,43.59,6.4333333333,751.0666666667,88,7.6666666667,40,4.5666666667
100,10,22.5,41.4333333333,21.6,42.1,23,39.09,20.2,40,20,49.4,9.13,69.3666666667,21.0666666667,39.8333333333,22.79,48.045,20.39,43.7,6.4666666667,751.1833333333,88,7.8333333333,40,4.5833333333
80,0,22.5666666667,41.5,21.5333333333,41.9666666667,23,39.2,20.2,40,20.1666666667,56.2333333333,9.2633333333,64.96,21,39.6266666667,22.89,48.2233333333,20.39,43.7,6.5,751.3,88,8,40,4.6
110,0,22.6,41.3633333333,21.34,42.245,23,39.26,20.2,39.9633333333,20.5666666667,70.5,9.2266666667,62.5966666667,21,39.8,22.89,47.83,20.3566666667,43.6266666667,6.8833333333,751.3166666667,86.1666666667,8.1666666667,40,4.6666666667
80,0,22.6,41.1566666667,21.2,42.3633333333,23,39.23,20.2,40.2233333333,20.6,70.1266666667,9.525,61.515,21.0666666667,40.1333333333,22.89,46.9,20.3566666667,43.76,7.2666666667,751.3333333333,84.3333333333,8.3333333333,40,4.7333333333
90,10,22.5333333333,41.0266666667,21.2,42.1566666667,23,39.29,20.2,40.6566666667,20.6,69.5333333333,10.06,58.4233333333,21.1,39.9666666667,22.89,46.6266666667,20.29,43.79,7.65,751.35,82.5,8.5,40,4.8
110,0,22.5333333333,40.8266666667,21.29,41.9,23,39.26,20.26,40.8633333333,20.5,69,10.49,53.5966666667,21.075,39.6475,23,46.43,20.29,43.79,8.0333333333,751.3666666667,80.6666666667,8.6666666667,40,4.8666666667
100,0,22.6,40.6333333333,21.3566666667,41.5666666667,23.0666666667,39.26,20.29,41.33,20.4266666667,67.7266666667,10.7633333333,50.4566666667,21,39.0966666667,23,45.8233333333,20.29,43.6633333333,8.4166666667,751.3833333333,78.8333333333,8.8333333333,40,4.9333333333
100,0,22.6,40.4333333333,21.4266666667,41.2233333333,23,39.1633333333,20.29,41.7966666667,20.5,63.8233333333,11.0633333333,47.1266666667,21,38.6,23.1333333333,45.2966666667,20.29,43.53,8.8,751.4,77,9,40,5
80,0,22.5666666667,40.29,21.5,40.9633333333,23,39.09,20.39,41.9,20.4266666667,63.0966666667,11.13,44.8666666667,21,38.2666666667,23.2,44.83,20.29,43.43,8.9166666667,751.3833333333,76.1666666667,9.3333333333,40,4.95
